J_Nombre,nombre,tipo
livingstonalyssa99,Ropa_0_service,Accesorios
livingstonalyssa99,Ropa_1_collection,Zapatos
livingstonalyssa99,Ropa_2_middle,Gorra
smithsara100,Ropa_0_rock,Gorra
smithsara100,Ropa_1_help,Pantalón
smithsara100,Ropa_2_avoid,Gorra
jeremy56101,Ropa_0_education,Accesorios
jeremy56101,Ropa_1_budget,Accesorios
jeremy56101,Ropa_2_Mrs,Gorra
crystaltorres102,Ropa_0_east,Pantalón
crystaltorres102,Ropa_1_group,Accesorios
crystaltorres102,Ropa_2_sure,Pantalón
cduarte103,Ropa_0_seem,Camiseta
cduarte103,Ropa_1_maybe,Accesorios
cduarte103,Ropa_2_paper,Pantalón
esosa104,Ropa_0_still,Pantalón
esosa104,Ropa_1_church,Gorra
esosa104,Ropa_2_apply,Pantalón
kristin10105,Ropa_0_game,Camiseta
kristin10105,Ropa_1_fire,Accesorios
kristin10105,Ropa_2_nice,Zapatos
paigele106,Ropa_0_no,Pantalón
paigele106,Ropa_1_Republican,Camiseta
paigele106,Ropa_2_whether,Camiseta
harriserin107,Ropa_0_final,Camiseta
harriserin107,Ropa_1_maybe,Accesorios
harriserin107,Ropa_2_him,Camiseta
becky96108,Ropa_0_sure,Camiseta
becky96108,Ropa_1_happen,Zapatos
becky96108,Ropa_2_art,Pantalón
steven41109,Ropa_0_information,Camiseta
steven41109,Ropa_1_this,Gorra
steven41109,Ropa_2_simply,Zapatos
lisamckenzie110,Ropa_0_successful,Gorra
lisamckenzie110,Ropa_1_far,Accesorios
lisamckenzie110,Ropa_2_both,Gorra
wreynolds111,Ropa_0_class,Accesorios
wreynolds111,Ropa_1_whole,Zapatos
wreynolds111,Ropa_2_exist,Accesorios
stewartjose112,Ropa_0_short,Camiseta
stewartjose112,Ropa_1_understand,Gorra
stewartjose112,Ropa_2_ok,Zapatos
bwhite113,Ropa_0_let,Accesorios
bwhite113,Ropa_1_feel,Camiseta
bwhite113,Ropa_2_return,Accesorios
hvalencia114,Ropa_0_talk,Camiseta
hvalencia114,Ropa_1_trial,Zapatos
hvalencia114,Ropa_2_understand,Gorra
ywright115,Ropa_0_table,Gorra
ywright115,Ropa_1_budget,Pantalón
ywright115,Ropa_2_return,Accesorios
browncorey116,Ropa_0_rather,Camiseta
browncorey116,Ropa_1_art,Camiseta
browncorey116,Ropa_2_lawyer,Camiseta
posborne117,Ropa_0_though,Gorra
posborne117,Ropa_1_serve,Camiseta
posborne117,Ropa_2_help,Gorra
carlsonchristopher118,Ropa_0_subject,Camiseta
carlsonchristopher118,Ropa_1_serious,Pantalón
carlsonchristopher118,Ropa_2_forget,Accesorios
wendyochoa119,Ropa_0_recognize,Zapatos
wendyochoa119,Ropa_1_happy,Camiseta
wendyochoa119,Ropa_2_bad,Camiseta
brian13120,Ropa_0_ball,Accesorios
brian13120,Ropa_1_main,Accesorios
brian13120,Ropa_2_form,Zapatos
jacobpeterson121,Ropa_0_rise,Camiseta
jacobpeterson121,Ropa_1_thus,Camiseta
jacobpeterson121,Ropa_2_anything,Accesorios
vasquezantonio122,Ropa_0_high,Pantalón
vasquezantonio122,Ropa_1_attack,Gorra
vasquezantonio122,Ropa_2_everyone,Gorra
terribarnes123,Ropa_0_leader,Camiseta
terribarnes123,Ropa_1_fund,Camiseta
terribarnes123,Ropa_2_yard,Zapatos
tuckerjudith124,Ropa_0_recognize,Zapatos
tuckerjudith124,Ropa_1_loss,Accesorios
tuckerjudith124,Ropa_2_position,Zapatos
pamcoleman125,Ropa_0_matter,Gorra
pamcoleman125,Ropa_1_media,Accesorios
pamcoleman125,Ropa_2_reduce,Camiseta
natalie90126,Ropa_0_stuff,Camiseta
natalie90126,Ropa_1_move,Accesorios
natalie90126,Ropa_2_TV,Pantalón
mmiller127,Ropa_0_less,Accesorios
mmiller127,Ropa_1_there,Accesorios
mmiller127,Ropa_2_business,Camiseta
laurastevenson128,Ropa_0_cost,Camiseta
laurastevenson128,Ropa_1_accept,Accesorios
laurastevenson128,Ropa_2_claim,Camiseta
ryanhartman129,Ropa_0_although,Accesorios
ryanhartman129,Ropa_1_agent,Zapatos
ryanhartman129,Ropa_2_degree,Accesorios
marisarobinson130,Ropa_0_sound,Zapatos
marisarobinson130,Ropa_1_air,Camiseta
marisarobinson130,Ropa_2_she,Zapatos
lauren91131,Ropa_0_technology,Zapatos
lauren91131,Ropa_1_send,Accesorios
lauren91131,Ropa_2_tough,Zapatos
rgarcia132,Ropa_0_wide,Gorra
rgarcia132,Ropa_1_south,Gorra
rgarcia132,Ropa_2_end,Camiseta
dnicholson133,Ropa_0_hope,Pantalón
dnicholson133,Ropa_1_exist,Accesorios
dnicholson133,Ropa_2_itself,Pantalón
weberethan134,Ropa_0_site,Pantalón
weberethan134,Ropa_1_general,Camiseta
weberethan134,Ropa_2_during,Accesorios
jonesbrandy135,Ropa_0_surface,Camiseta
jonesbrandy135,Ropa_1_plant,Zapatos
jonesbrandy135,Ropa_2_modern,Camiseta
mgonzalez136,Ropa_0_check,Accesorios
mgonzalez136,Ropa_1_sea,Camiseta
mgonzalez136,Ropa_2_order,Accesorios
stephen17137,Ropa_0_already,Camiseta
stephen17137,Ropa_1_market,Gorra
stephen17137,Ropa_2_product,Accesorios
michaelhouston138,Ropa_0_phone,Camiseta
michaelhouston138,Ropa_1_book,Zapatos
michaelhouston138,Ropa_2_section,Camiseta
george40139,Ropa_0_yourself,Pantalón
george40139,Ropa_1_book,Accesorios
george40139,Ropa_2_focus,Gorra
derek61140,Ropa_0_see,Accesorios
derek61140,Ropa_1_sell,Zapatos
derek61140,Ropa_2_think,Pantalón
xflores141,Ropa_0_stuff,Camiseta
xflores141,Ropa_1_accept,Zapatos
xflores141,Ropa_2_month,Gorra
dtran142,Ropa_0_effect,Pantalón
dtran142,Ropa_1_citizen,Pantalón
dtran142,Ropa_2_official,Zapatos
henrymelissa143,Ropa_0_go,Camiseta
henrymelissa143,Ropa_1_where,Zapatos
henrymelissa143,Ropa_2_able,Camiseta
tonya49144,Ropa_0_also,Accesorios
tonya49144,Ropa_1_travel,Zapatos
tonya49144,Ropa_2_court,Gorra
jessicaellis145,Ropa_0_radio,Accesorios
jessicaellis145,Ropa_1_week,Zapatos
jessicaellis145,Ropa_2_win,Pantalón
stuartjacob146,Ropa_0_enough,Zapatos
stuartjacob146,Ropa_1_between,Pantalón
stuartjacob146,Ropa_2_debate,Accesorios
lisa26147,Ropa_0_pay,Gorra
lisa26147,Ropa_1_conference,Pantalón
lisa26147,Ropa_2_world,Gorra
aliciahernandez148,Ropa_0_yet,Camiseta
aliciahernandez148,Ropa_1_under,Pantalón
aliciahernandez148,Ropa_2_performance,Accesorios
coleandrea149,Ropa_0_control,Gorra
coleandrea149,Ropa_1_position,Accesorios
coleandrea149,Ropa_2_operation,Gorra
whitecarlos150,Ropa_0_human,Camiseta
whitecarlos150,Ropa_1_nice,Pantalón
whitecarlos150,Ropa_2_option,Pantalón
rorozco151,Ropa_0_stock,Pantalón
rorozco151,Ropa_1_yard,Accesorios
rorozco151,Ropa_2_its,Zapatos
james64152,Ropa_0_still,Gorra
james64152,Ropa_1_single,Gorra
james64152,Ropa_2_every,Camiseta
umolina153,Ropa_0_article,Gorra
umolina153,Ropa_1_cut,Zapatos
umolina153,Ropa_2_race,Accesorios
allisonmartinez154,Ropa_0_other,Zapatos
allisonmartinez154,Ropa_1_outside,Pantalón
allisonmartinez154,Ropa_2_expect,Gorra
lgutierrez155,Ropa_0_admit,Camiseta
lgutierrez155,Ropa_1_recently,Zapatos
lgutierrez155,Ropa_2_commercial,Camiseta
felicia90156,Ropa_0_wall,Pantalón
felicia90156,Ropa_1_always,Pantalón
felicia90156,Ropa_2_protect,Gorra
greensamantha157,Ropa_0_imagine,Gorra
greensamantha157,Ropa_1_ago,Pantalón
greensamantha157,Ropa_2_pay,Gorra
etorres158,Ropa_0_task,Accesorios
etorres158,Ropa_1_travel,Pantalón
etorres158,Ropa_2_budget,Zapatos
tadams159,Ropa_0_you,Gorra
tadams159,Ropa_1_draw,Pantalón
tadams159,Ropa_2_carry,Pantalón
katherine88160,Ropa_0_dog,Pantalón
katherine88160,Ropa_1_good,Pantalón
katherine88160,Ropa_2_trade,Pantalón
brandon90161,Ropa_0_consider,Zapatos
brandon90161,Ropa_1_leader,Gorra
brandon90161,Ropa_2_when,Gorra
brenda39162,Ropa_0_not,Camiseta
brenda39162,Ropa_1_part,Zapatos
brenda39162,Ropa_2_full,Zapatos
brooke62163,Ropa_0_home,Gorra
brooke62163,Ropa_1_nice,Accesorios
brooke62163,Ropa_2_join,Accesorios
sherry81164,Ropa_0_among,Pantalón
sherry81164,Ropa_1_than,Gorra
sherry81164,Ropa_2_often,Pantalón
sotojorge165,Ropa_0_nothing,Camiseta
sotojorge165,Ropa_1_tough,Gorra
sotojorge165,Ropa_2_Democrat,Gorra
thomaswhite166,Ropa_0_effect,Pantalón
thomaswhite166,Ropa_1_stand,Gorra
thomaswhite166,Ropa_2_I,Zapatos
xwallace167,Ropa_0_easy,Gorra
xwallace167,Ropa_1_agent,Pantalón
xwallace167,Ropa_2_score,Gorra
sherryrose168,Ropa_0_us,Pantalón
sherryrose168,Ropa_1_knowledge,Accesorios
sherryrose168,Ropa_2_student,Pantalón
ujohnson169,Ropa_0_data,Accesorios
ujohnson169,Ropa_1_baby,Zapatos
ujohnson169,Ropa_2_head,Gorra
lklein170,Ropa_0_girl,Accesorios
lklein170,Ropa_1_own,Accesorios
lklein170,Ropa_2_affect,Zapatos
hunter30171,Ropa_0_support,Gorra
hunter30171,Ropa_1_style,Accesorios
hunter30171,Ropa_2_take,Accesorios
garciacraig172,Ropa_0_hard,Gorra
garciacraig172,Ropa_1_yourself,Gorra
garciacraig172,Ropa_2_front,Gorra
stephen96173,Ropa_0_officer,Gorra
stephen96173,Ropa_1_human,Camiseta
stephen96173,Ropa_2_garden,Zapatos
jessicaterry174,Ropa_0_simply,Pantalón
jessicaterry174,Ropa_1_us,Zapatos
jessicaterry174,Ropa_2_our,Accesorios
sanchezpatricia175,Ropa_0_result,Pantalón
sanchezpatricia175,Ropa_1_try,Gorra
sanchezpatricia175,Ropa_2_yourself,Accesorios
emily19176,Ropa_0_treat,Zapatos
emily19176,Ropa_1_issue,Camiseta
emily19176,Ropa_2_seem,Accesorios
carolinecalderon177,Ropa_0_suddenly,Zapatos
carolinecalderon177,Ropa_1_visit,Accesorios
carolinecalderon177,Ropa_2_notice,Camiseta
zferrell178,Ropa_0_argue,Accesorios
zferrell178,Ropa_1_identify,Pantalón
zferrell178,Ropa_2_stay,Camiseta
vincentward179,Ropa_0_likely,Camiseta
vincentward179,Ropa_1_structure,Camiseta
vincentward179,Ropa_2_bit,Accesorios
fyang180,Ropa_0_hour,Camiseta
fyang180,Ropa_1_candidate,Pantalón
fyang180,Ropa_2_realize,Accesorios
tyler10181,Ropa_0_wide,Camiseta
tyler10181,Ropa_1_century,Camiseta
tyler10181,Ropa_2_real,Zapatos
daryl39182,Ropa_0_form,Accesorios
daryl39182,Ropa_1_but,Accesorios
daryl39182,Ropa_2_above,Zapatos
meagan43183,Ropa_0_democratic,Pantalón
meagan43183,Ropa_1_here,Gorra
meagan43183,Ropa_2_magazine,Gorra
porterrichard184,Ropa_0_pressure,Camiseta
porterrichard184,Ropa_1_during,Accesorios
porterrichard184,Ropa_2_amount,Zapatos
mariah73185,Ropa_0_cell,Accesorios
mariah73185,Ropa_1_head,Camiseta
mariah73185,Ropa_2_staff,Accesorios
hpatel186,Ropa_0_everybody,Pantalón
hpatel186,Ropa_1_less,Accesorios
hpatel186,Ropa_2_laugh,Zapatos
natalie20187,Ropa_0_reduce,Zapatos
natalie20187,Ropa_1_short,Gorra
natalie20187,Ropa_2_crime,Pantalón
smontgomery188,Ropa_0_agree,Zapatos
smontgomery188,Ropa_1_common,Accesorios
smontgomery188,Ropa_2_military,Pantalón
dunnmatthew189,Ropa_0_clearly,Pantalón
dunnmatthew189,Ropa_1_section,Pantalón
dunnmatthew189,Ropa_2_different,Gorra
bartonjustin190,Ropa_0_bit,Zapatos
bartonjustin190,Ropa_1_structure,Gorra
bartonjustin190,Ropa_2_itself,Zapatos
brownsabrina191,Ropa_0_claim,Accesorios
brownsabrina191,Ropa_1_upon,Camiseta
brownsabrina191,Ropa_2_country,Gorra
dananelson192,Ropa_0_certainly,Accesorios
dananelson192,Ropa_1_behind,Zapatos
dananelson192,Ropa_2_material,Zapatos
daniel99193,Ropa_0_generation,Gorra
daniel99193,Ropa_1_different,Pantalón
daniel99193,Ropa_2_nice,Zapatos
ryanrodriguez194,Ropa_0_nature,Pantalón
ryanrodriguez194,Ropa_1_reason,Zapatos
ryanrodriguez194,Ropa_2_seek,Zapatos
jjohnson195,Ropa_0_pattern,Accesorios
jjohnson195,Ropa_1_rather,Accesorios
jjohnson195,Ropa_2_three,Camiseta
susan90196,Ropa_0_form,Gorra
susan90196,Ropa_1_simply,Gorra
susan90196,Ropa_2_hour,Pantalón
palmerfrank197,Ropa_0_office,Zapatos
palmerfrank197,Ropa_1_dinner,Pantalón
palmerfrank197,Ropa_2_health,Camiseta
thompsondeanna198,Ropa_0_alone,Gorra
thompsondeanna198,Ropa_1_discover,Pantalón
thompsondeanna198,Ropa_2_live,Pantalón
silvahannah199,Ropa_0_player,Camiseta
silvahannah199,Ropa_1_gun,Gorra
silvahannah199,Ropa_2_evidence,Accesorios
shieldstimothy200,Ropa_0_dream,Gorra
shieldstimothy200,Ropa_1_determine,Accesorios
shieldstimothy200,Ropa_2_enter,Accesorios
odomrachel201,Ropa_0_manage,Camiseta
odomrachel201,Ropa_1_amount,Pantalón
odomrachel201,Ropa_2_know,Zapatos
nicolegreen202,Ropa_0_rule,Gorra
nicolegreen202,Ropa_1_issue,Pantalón
nicolegreen202,Ropa_2_course,Accesorios
johnholt203,Ropa_0_arm,Pantalón
johnholt203,Ropa_1_dream,Accesorios
johnholt203,Ropa_2_war,Zapatos
mvasquez204,Ropa_0_maintain,Camiseta
mvasquez204,Ropa_1_across,Gorra
mvasquez204,Ropa_2_take,Accesorios
ryancameron205,Ropa_0_order,Camiseta
ryancameron205,Ropa_1_may,Accesorios
ryancameron205,Ropa_2_former,Accesorios
nguyenanthony206,Ropa_0_physical,Zapatos
nguyenanthony206,Ropa_1_scene,Gorra
nguyenanthony206,Ropa_2_response,Gorra
cristina55207,Ropa_0_hospital,Gorra
cristina55207,Ropa_1_believe,Camiseta
cristina55207,Ropa_2_good,Pantalón
markphelps208,Ropa_0_mother,Pantalón
markphelps208,Ropa_1_money,Accesorios
markphelps208,Ropa_2_low,Pantalón
wwilliams209,Ropa_0_want,Camiseta
wwilliams209,Ropa_1_tax,Gorra
wwilliams209,Ropa_2_yeah,Accesorios
